,Unnamed: 0,URL,SongName,Artist,Lyricist,Composer,Lyric
29,29,https://www.uta-net.com/song/117209/,ずっとグルーピー,andymori,小山田壮平,小山田壮平,"お揃いのタオル　ディストーションに揺られて光を集めてる,いつか逃がした鳥とアメリカザリガニとブラックバスとカブトムシと,宝探し続けて迷い込んだダンスフロアーと教会,汗と涙流してすっとしたあとでさっと帰っていくいつも通りだよ,シスター　シスター,君もやるのかい　いろいろ,あれからずっとずっと足と二の腕と胸にはさまれて,暗い部屋で労働法則と機械にあそばれてみんな疲れてる,ポリネシアでスコールに打たれる兄弟よ,宇宙船まで作って目指した唇よ,シスター　シスター,君も歌うのかい　たまには,ラララララ,賛美歌と熱狂に転がされて坂道を,うつむいてゆらゆらゆら海岸へ行くんだ,ほんとはみんなを待ってるだけなんだよ,魚が跳ねるのを待ってるだけ"
30,30,https://www.uta-net.com/song/148486/,空は藍色,andymori,小山田壮平,小山田壮平,"今日は晴れだと嬉しくて　暖かいガラスに触って,走り出せそうな気持ちで空をずっと眺めても,ガラス瓶の中宝物　かわるがわる覗いた窓,掴まれて突き刺さる爪をされるがままに眺めた,それは愛だと思いました　それこそが愛だと分かりました,彼女のことなんか何一つ知らないまま,遠い遠い旅に出て行く　舟は波に揺れる揺れるだけ,ひこうき雲　もうこんなにも君を探してしまうときも　空は藍色,東の空へ爆撃機が　いつも通りに飛んでいく,メトロポリタンミュージアム　みんなのうたがかき消される,ずっとずっと思ってたことが　考えるのをやめたせいで,分からなくなっちゃった　それでいいと諦めた,いつか大人になったときに　捨ててしまうものを今捨てよう,ひこうき雲　もうこんなにも宇宙が透けて見えるときも　空は藍色,遠い遠い旅に出て行く　舟は波に揺れる揺れるだけ,ひこうき雲　藍色の空　宇宙が透けても星は見えない,ひこうき雲　もうこんなにも君を探してしまうときも　空は藍色"
31,31,https://www.uta-net.com/song/122908/,誰にも見つけられない星になれたら,andymori,小山田壮平,小山田壮平,"ところで君の音楽の趣味の,少し偏屈なところが好きだった,誰にもわからないようなsweet spot,ほんと時々教えてくれただろう,in the night lovely night,かわいい水パイプで吸い上げた,やさしさひとつ身につけられないで,アイラビューベイビーなんて歌っているから,窓の外ダイブしたくもなるんだよ,in the night lovely night,誰にも見つけられない星になれたら,誰にも見つけられない星になれたら,この夜に in the night,コーラの瓶は残されて,一人だけで夏を気取ってるよ,僕も君も取り残されていったい,なにを気取っていたんだろう,in the night lovely night,いつも通り夜はやってきて,君と僕も離れ離れだよ,誰にもわからないようなsweet spot,あの彗星に連れて行かれたよ,誰にも見つけられない星になれたら,誰にも見つけられない星になれたら,誰にも見つけられない星になれたら,誰にも見つけられない星になれたら,この夜に in the night"
32,32,https://www.uta-net.com/song/117100/,ダンス,andymori,小山田壮平,小山田壮平,"愛をあげるよ　そんなにたいしたものじゃないんだ,一人きりで部屋にこもるよりは気もまぎれるんだ,懐かしいリズム　心に響くリズム,いつも通りのそのテンションで肩の力を抜いて,最期の日に鳴るミュージックとダンスしようぜ,明日のために,固い約束を交わした君の死に顔に出会う日に,ひとすじの微笑みを君に残せるように,長い長い夜を超えて辿り着いた今夜だから,心のさすらうままにダンスしようぜ,明日のために,いつも通りのそのテンションで肩の力を抜いて,最期の日に鳴るミュージックとダンスしようぜ,明日のために"
33,33,https://www.uta-net.com/song/148482/,teen's,andymori,小山田壮平,小山田壮平,"何もかもが満たされた夜ほど眠れなくなる,思いは募るばかりだが弱い僕さえ認められない,路上で歌うteenage blues 平和と愛が永遠のテーマ,必死で叫んでいるけど誰も聴いちゃいないよ,吐き気のするその顔を俺の前にさらしてくれるな,小さな自分の醜さをそんな紙切れじゃ救えないぞ,大人のいうこと分からない　言ってる意味が分からない,妬みや僻みなんかで誰がビルに突っ込むだろう,こんな馬鹿な気持ちを歌にしたら笑うだろう,なんて弱いやつだと相手にされないだろう,海の色を知ってるか空の色を知ってるか,忘れてしまいそうなあの青を探してる,荒れ果てた海岸を裸足では歩けない,ガラスで足を切って砂が血で固まった,どんなに綺麗にみせたってきっとどっかじゃ汚いんだろう,金がもしもないならその手は人も殺すだろう,こんな馬鹿な気持ちを歌にしたら笑うだろう,なんて弱いやつだと相手にされないだろう,遠くへ行っちゃったさっちゃんは髪の毛を染めました,煙草などを覚えて久しぶりって言いました,生まれていたサディズムに気づかないふりをした,人の傷を楽しむ自分を押し殺した,偽りの広告にすがるしかないのなら,僕は生きてる意味のかけらさえも見出せない,愛がすべてと言えますか愛がすべてと言えますか,綺麗な顔のままで死ねるなんて思いますか,何もかもが満たされない少年は微笑んでいる,こんな命の上に爆弾の雨は降る,こんな馬鹿な気持ちを歌にしたら笑うだろう,なんて弱いやつだと相手にされないだろう"
34,34,https://www.uta-net.com/song/122907/,都会を走る猫,andymori,小山田壮平,小山田壮平,"都会を走る猫に名前はいらない　公園で群れるハトにパンを投げる投げる投げる,池のコイは太い　コウモリが飛んでいく,もうすぐ帰れるさって思うもうすぐ家まで,世界が歌っている世界が歌っている　もうすぐ帰れるさって思うもうすぐ家まで,都会を走る猫に名前はいらない　校庭を走る友達に裏切られるように,僕は君みたいになりたいと思っていたんだ,見つからなかったボールのような　とにかくそんなものに,世界が歌っている世界が歌っている　もうすぐ帰れるさって思うもうすぐ家まで,世界が歌っている世界が歌っている　もうすぐ帰れるさって思うもうすぐ家まで,都会を走る猫に名前はいらない　都会を走る猫に名前はいらない,世界が歌っている世界が歌っている　もうすぐ帰れるさって思うもうすぐ家まで,世界が歌っている世界が歌っている　もうすぐ帰れるさって思うもうすぐ家まで,都会を走る猫に名前はいらない　都会を走る猫に名前はいらない,世界が歌っている世界が歌っている　もうすぐ帰れるさって思うもうすぐ家まで"
35,35,https://www.uta-net.com/song/117205/,Transit in Thailand,andymori,小山田壮平,小山田壮平,"トランジットインタイランド,今夜も白や黒や黄色の猿たちが踊るパーティー,CNNの爆発音　あの資本家たちの熱狂のロードムービー,サワディークラップュアハンズ,トランジットインタイランド,くらげみたいな体で辿り着いたビーチパーティー,リタイアメントのじいさん,みつめた水平線の向こうに置いてきたブランニューゲーム,サワディークラップュアハンズ,トランジットインタイランド　猿たちが群れるカオサン通り,微笑み返した少年少女　盲目のシンガー"
36,36,https://www.uta-net.com/song/148493/,トワイライトシティー,andymori,小山田壮平,小山田壮平,"トワイライト,ずっと何か思い出せそうな　そんな生き方だ,トワイライト,光も影も何もかも全て,トワイライトの中で動かない,イカれたあの子は　僕らを許さない,トワイライトシティー,いつかは誰もがこの街を忘れるよ,トワイライト,別に悲しくない　消えていくわけじゃない　流動するだけだ,トワイライト,あらゆることに　深い意味はない　笑っていればいい,トワイライトシティー,君のこと誰より好きだよ　ほんとだよ,トワイライトシティー,世界の果てまで僕たちを連れて行く,トワイライトシティー"
37,37,https://www.uta-net.com/song/117211/,1984,andymori,小山田壮平,小山田壮平,"5限が終わるのを待ってたわけもわからないまま,椅子取りゲームへの手続きはまるで永遠のようなんだ,真っ赤に染まっていく公園で自転車を追いかけた,誰もが兄弟のように他人のように先を急いだんだ　それは,ファンファーレと熱狂　赤い太陽　5時のサイレン　6時の一番星,1984　花に囲まれて生まれた,疑うことばかり覚えたのは戦争映画の見すぎか,親たちが追い掛けた白人たちがロックスターを追い掛けた,か弱い僕もきっとその後に続いたんだ,1984　裸で泣いてた君は,どこか遠い国の街角で同じように泣いている　誰かに抱かれながら,ファンファーレと熱狂　赤い太陽　5時のサイレン　6時の一番星"
38,38,https://www.uta-net.com/song/117095/,投げKISSをあげるよ,andymori,小山田壮平,小山田壮平,"大丈夫ですよ　心配ないですよ,コーラを買ってきました　いつもの自販機で,大丈夫ですよ　問題ないですよ,空が高くてどこかに行けそうだ,なんにも考えなくていいよ　投げKISSをあげるよ,銀河の果てでさまよう君に投げKISSをあげるんだ,大丈夫ですよ　心配ないですよ,ケータイデンワを落っことして　サイフを落っことしたって,大丈夫ですよ　問題ないですよ,昨日のこともさっきのことも全部忘れても,なんにも考えなくていいよ　投げKISSをあげるよ,ブラックホールの向こう側に投げKISSをあげるんだ,ゴミ箱にシュートしたけど外れた　泣いたふりしてみたけどすぐばれた,なんとかなるさと思ってたけどふられた　ふられたって,なんにも考えなくていいよ　投げKISSをあげるよ,銀河の果てでさまよう君に投げKISSをあげるんだ"
39,39,https://www.uta-net.com/song/117203/,ナツメグ,andymori,小山田壮平,小山田壮平,"胸が痛んで思い出して夏草を探してた渋谷スクランブル,どこにもないどこにもない夏は巡っていく人身事故で遅れそうだよ,BABY友達のおもちゃを壊したりKILLMEBABY,ほんともうすぐ来る夕立に胸が痛んで思い出せそうだよ"
40,40,https://www.uta-net.com/song/148489/,ネオンライト,andymori,小山田壮平,小山田壮平,"今日も扉を開けて出て行く,ぼんやり朝日に照らされる,いつも見上げる　夕焼け空,大好きなあの街を思い出す空,ちっぽけなもんさ僕らなんて,溜息の坂をフラフラフラ,ネオンライトに消えてしまいそうな星を探して彷徨う旅人,寂しいときは携帯眺める,誰かの声が聞きたくなる,取り残されるのは嫌だから流行りの風邪にうつりにいく,ちっぽけなもんさ僕らなんて,呟きの海をユラユラユラ,コピーペーストに踊らされながら愛を探して彷徨う旅人,ちっぽけなもんさ僕らなんて,溜息の坂をフラフラフラ,ネオンライトに消えてしまいそうな星を探して彷徨う旅人"
41,41,https://www.uta-net.com/song/148490/,ネバーランド,andymori,小山田壮平,小山田壮平,"ああ　過ぎた日の情熱を掻き回して,ご機嫌な顔で叫んでみたりするんだ,錆びたジュークボックスを囲んで,懐かしいメロディーに耳をすませるけど,ネバーランドはどこにもない,今じゃ誰も望まない,見えない敵にヤラれて,無表情で立ち去るだけさ,あの約束を思い出した夜だけ,やたら泣けたりするけど,年のせいさと呟いたりして,滲む街明かりを眺めている,ネバーランドはどこにもない,もはや誰も覚えてない,今日も明日が来るから,夢に夢見るだけさ,ネバーランドはどこにもない,ふと気づいたら誰もいない,一人で見上げる空に,星を見つけるだけさ,夢に夢見るだけさ,無表情で立ち去るだけさ"
42,42,https://www.uta-net.com/song/122912/,ハッピーエンド,andymori,小山田壮平,小山田壮平,"僕らのこの日々を誰かに分かって,もらおうなんて思わないけど,ほんとうにまっすぐに歩くなら,あのカーブでみんなとも離れ離れ,雨が降れば鍵をかけていいよ,誰にも知られないまま終わりになっても,それでハッピーエンドなんだ,ハッピーエンドなのさ,ほんとうにうたいたいうた,君にはうたってほしい,窓辺のギターでどこにももらいての,ない不細工な子猫のうたをかいた,はしゃぎまわった友達が笑わなくなったのは,誰のせい? 分からないが,それでハッピーエンドなんだ,ハッピーエンドなのさ,どうせどこにも行けないのなら,ずっとここにいてもいいんだよ,夕暮れの井ノ頭公園で,コーラの空き缶蹴飛ばして,もうだめかもしれないと,こぼした君の横顔すごくきれいで,それはハッピーエンドなんだ,ハッピーエンドなのさ,どうせどこにも行けないのなら,ずっとここにいてもいいんだよ"
43,43,https://www.uta-net.com/song/117202/,バグダッドのボディーカウント,andymori,小山田壮平,小山田壮平,"バグダッドのボディーカウントは風の中,みどりいろのあの日の風の中,バグダッドのボディーカウントは風の中,いつか吸い込んだ埃舞う風の中,国旗に包まれたラブリーブラザー,国歌とソウルシンガーとファンファーレ,踊ろう夜明けまでGod Bless America,バグダッドのボディーカウントは風の中,サガルマータ　シェルパの背中押した,バグダッドのボディーカウントは風の中,渋谷道玄坂風俗の扉押した,国旗に包まれたラブリーブラザー,国歌とソウルシンガーとファンファーレ,踊ろう夜明けまでGod Bless America,国旗に包まれたラブリーブラザー,国歌とソウルシンガーとファンファーレ,踊ろう夜明けまでGod Bless America"
44,44,https://www.uta-net.com/song/129438/,光,andymori,小山田壮平,小山田壮平,"僕は見たよ僕は見たよ　あの暖かい光,もうだめだと弱音を吐いた君が少しだけ微笑んだんだ,僕は見たよ僕は見たよ　あの美しい光,君が君でいてくれたその瞬間　心が照らされたんだ,分かるかい? 線路沿いの道で見上げたあの空の下で,日々迷い間違えながら立ち止まってためいきさ,分かってほしいよ　こんなに想っているのに流れゆく今日の日に,君の肩をぎゅっと抱いた　確かにぎゅっと抱いていたんだ,僕は見たよ僕は見たよ　あの懐かしい光,何も言わずにくれたプレゼント　握りしめた小さな指,いつの日にも胸の奥に　あの優しい光,僕が僕のままでいられたその瞬間　心が踊ってたんだ,公園通り　桜並木　すれ違う少女たちの声に,微笑んだ君を見た　木漏れ日に照らされた　その横顔　その横顔,分かるかい? 砂に書いた文字も石に刻んだ名前も,波と風に消えていくから　今君の手に触れたいんだ,分かってほしいよ　こんなに想っているのに流れゆく今日の日に,君の肩をぎゅっと抱いた　確かにぎゅっと抱いていたんだ,僕は見たよ僕は見たよ　僕らだけの光,もうだめだと弱音を吐いたって　何度でも思い出すんだ,闇の中で時を刻む　針の音に合わせ,僕と君が出会えたその瞬間　心が輝いたんだ,心が輝いたんだ"
45,45,https://www.uta-net.com/song/117206/,ビューティフルセレブリティー,andymori,小山田壮平,andymori,"飼い馴らされてぶくぶくになった犬を引きずってセレブリティー,誰もいなくなった誰も住めなくなった街をてくてくと行くのさ,彼女はビューティフル　純白の頬に純血を通わす,彼女はビューティフル　ヤマトナデシコ,彼女の家のドレスルームで暮らす短い夢をみる,ボロボロのギターケースに僕の魂を閉じ込めてwalking in the city,唇は荒れたままだが彼女にキスをするために生きているのさ,彼女はビューティフル　純白の頬に純血を通わす,彼女はビューティフル　ヤマトナデシコ,彼女の家のでっかいちゃっこいオーディオでかけてやるのさ,ラブソングを　ラブソングをね"
46,46,https://www.uta-net.com/song/117098/,Peace,andymori,小山田壮平,小山田壮平,"大好きなCDをかけて　あの頃に帰ろう,まだ怖れも知らなかった　無邪気なあの頃に,恋人よ　あなたのことを愛さない日はない,明日も百年後も　好きだよ　好きだよ,本当の心　本当の気持ち　本当の心　本当の気持ち,母さん　あなたの輝きを僕は忘れないよ,父さん　あなたの悲しみを僕は知りたいのです,友よ　ただ君のための僕で在りたかったんだ,君のように美しく在りたかったんだ,本当の心　本当の気持ち　本当の心　本当の気持ち,弟よ　二人でじゃれた日々が懐かしいんだ,姉さん　会いたいよ　いつでも思ってるよ,こんな儚い世界の中に信じた歌がある,こんな儚い世界の中に信じた人がいる"
47,47,https://www.uta-net.com/song/122915/,FOLLOW ME,andymori,小山田壮平,小山田壮平,"憧れのインディアは遠かったけれど,カータースタイル・フラットピッキングとケララ産できめて,午前5時までならステップバイステップ踊ってあげるよ,そして僕の部屋においでよ,太陽が破裂するまで歌ってあげるよ,ウィーアーザワールド,カリフォルニアドリーミング,キープオンザサニーサイド,百貫デブにはサプリメントを,有色人種にはマシンガンを,FOLLOW ME,オレンジの太陽が地平に逃げていく,もういいよ かくれんぼも終わりの時間だよ,FOLLOW ME"
48,48,https://www.uta-net.com/song/122911/,ベンガルトラとウィスキー,andymori,小山田壮平,小山田壮平,"あのベンガルトラ分かったような顔で,ウロウロウロ檻の中,ただきれいな空がきれいな空が,きれいな空がみたいだけなのに,安いウィスキーウィスキーウィスキーで,全部丸一日全部無駄にしてしまうようなそんな,ライフイズパーティー,ライフイズショータイムなんて,またおどけた顔で言いたいわけじゃない,あのインドクジャク困ったような顔で,ウロウロウロ檻の中,ただ君の声が君の声が君の声が,ききたいだけなのに,安いウィスキーウィスキーウィスキーで,全部丸一日全部無駄にしてしまったってまた,テイクイットイージー,テイクイットイージー,またおんなじ声で繰り返してくれるんだろうね,嘘みたいな場所に放りだされて,ウロウロウロウロ檻の中,でもオイラが正しいオイラが正しいと,檻の中、檻の中、檻の中,あのベンガルトラ　ベンガルトラ,ウロウロウロウロ檻の中,ただきれいな空が君の声が,君の声がききたいだけなのに,安いウィスキーウィスキーウィスキーで,全部丸一日全部無駄にしてしまうようなそんな,ライフイズパーティー,ライフイズショータイムなんて,またおどけた顔で言いたいわけじゃない,安いウィスキーウィスキーウィスキーで,全部丸一日全部無駄にしてしまったってまた,テイクイットイージー,テイクイットイージー,またおんなじ声で繰り返してくれるんだろう"
49,49,https://www.uta-net.com/song/129439/,ベースマン,andymori,小山田壮平,小山田壮平,"輝くものは空の上　なんにも言わない君の瞳の中,この音のうねりの中で　見つけた本当の心,さすらい歩く街の中　ふいに沸き上がるメロディーが好きさ,口笛を遠く響かせながら　過ぎたあの日々を想う,行こうよベースマン 3メートル隣で鳴らす夢の続き,誰にも真似できないそのステップで,愛してるなんて　まさか言わないぜ　風と共に行くだけさ,西荻窪　アパートの階段を登る音　ジャンダルムで揺れた鎖の音,学生会館　忍び込んだ夜の星　風と共に行くだけさ,行こうぜベースマン 3メートル隣で鳴らす夢の続き,誰にも真似できないそのステップで,昨日も今日も明日も明後日も　風と共に行くだけさ,行こうぜベースマン 3メートル隣で鳴らす夢の続き,誰にも真似できないそのステップで,愛してるなんて　まさか言わないぜ　風と共に行くだけさ,昨日も今日も明日も明後日も　風と共に行くだけさ"
50,50,https://www.uta-net.com/song/122906/,僕が白人だったら,andymori,小山田壮平,小山田壮平,"僕が白人だったら長い足とブーツで,フロアーを蹴りつけ,ビートルズが好きって言って,フィッシュ＆チップスを食べる,週末にはアムスに行くだろう,たくさんの友達　ねずみ　あひる　くま,いぬ　りすを連れて行こうキャデラックで,白い肌と赤毛のあのこと毎日がパーティー,僕が白人だったらでかい庭にチキンを走らせ,ハロウィンにはパンプキンパイと,チョコレートケーキをやこう,メリーゴーランドで会社ヘ,ローラーコースターで学校へ,毎週末には教会へ行く,すべてクリーニングしてくるクリーニング,白い肌と赤毛のあのこと毎日がパーティー,白い肌と赤毛のあのこと毎日がパーティー"
51,51,https://www.uta-net.com/song/117208/,僕がハクビシンだったら,andymori,小山田壮平,小山田壮平,"クリーム色の海に沈んでく生まれたばかりの太陽が,僕の街と家と鼻　照らした後でまた寂しくなっていたんだ,LOVE ME OH OH,あのこはいつもいつもいつもの笑顔で素敵です眩しいです,でも家には寝たきりのママとアルコール漬けの男がいるんです,LOVE ME OH OH,いつも最低いつも最低最高最低,いつも最低いつも最低最高最低,LOVE ME OH OH,いつも最低いつも最低最高最低,いつも最低いつも最低最高最低,LOVE ME OH OH"
52,52,https://www.uta-net.com/song/117099/,ボディーランゲージ,andymori,小山田壮平,小山田壮平,"二人だけでボディーランゲージ　いつの間にかボディーランゲージ,揺れる揺れる木の葉をみてた　あの穏やかな日のように,息を潜めボディーランゲージ　ここしばらくはボディーランゲージ,寄せては返す波をみてた　あの穏やかな日のように,さめて　もえて,もう一回ボディーランゲージ　適当でもボディーランゲージ,ひとつにはなれない僕らの選んだ悪あがき,どこまでもボディーランゲージ　いつまでもボディーランゲージ,ひとつにはなれない僕らの最後のテレパシー,さめて　もえて　さめて　もえて"
53,53,https://www.uta-net.com/song/148491/,MONEY MONEY MONEY,andymori,小山田壮平,小山田壮平,"ヨロイを着てなきゃ外も歩けない,昨日の夜コソコソ作ったニセモノの名刺,惨めな日々を忘れ去るために,MONEY 犬のように鎖に繋がれてる,“MONEY MONEY MONEY,I LOVE YOU”,“MONEY MONEY MONEY,I LOVE YOU”,スピード上げて　大きな音を出して,凄んでみても満たされないの,毎朝鏡に映る瞳が,“HEY このクズ野郎”と呟くからさ,“MONEY MONEY MONEY,I LOVE YOU”,“MONEY MONEY MONEY,I WANT YOU”,“MONEY MONEY MONEY,I NEED YOU”,“MONEY MONEY MONEY,I LOVE YOU,MONEY, I LOVE YOU,MONEY,I LOVE YOU”"
54,54,https://www.uta-net.com/song/117097/,無までの30分,andymori,小山田壮平,小山田壮平,"電車はどこへ行くのだろう　君を乗せてどこへ行く,武蔵野　銀河　天の川　二つの鼓動が揺れてる,３０分　３０分　３０分だけ,祈りはどこへ行くのだろう　あの星はどこへ消えただろう,太陽はまた昇るのだろう　いろいろなことを考えるのも,３０分　３０分　３０分だけ,永遠を信じた彼女や　うつむいてばかりの彼にも,許される日が来るのだろう　一瞬の夢に出会えるのは,３０分　３０分　３０分だけ,３０分　３０分　３０分だけ"
55,55,https://www.uta-net.com/song/122910/,モンゴロイドブルース,andymori,小山田壮平,小山田壮平,"大陸側のアンチドリアンは,日曜日の昼下がりにdylala,大陸側のアンチドリアンは,まったく得意げにバニラシェイクを注文,ナショナリズム　ナショナリズム,純血混血混血純血,Mama said Papa said dylaladyla,恋はあせらず dylaladyla,Mama said Papa said dylaladylala,島国の王は大陸直系の,優しい顔でまたかき混ぜる,アイスコーヒー　大陸ベイビー,あのベイビー so sweet,,so cute dylalalalalala!!,モンゴロイド　モンゴロイド,純血混血混血混血純血,Mama sard Papa said dylaladyla,恋はあせらず dylaladyla,Mama sard Papa said dylaladylala,大陸側のアンチドリアン,大陸側のアンチシャイニーズ,ナショナリズム　ナショナリスム,Mama said Papa said dylaladyla,恋はあせらず dylaladyla,Mama said Papa said dylaladyla,恋はあせらず dylaladyla,Mama said Papa said dylaladyla,恋はあせらず dylaladyla,Mama said Papa said dylaladylalalalalala"
56,56,https://www.uta-net.com/song/148485/,優花,andymori,小山田壮平,小山田壮平,"これからどこへ歩いていくのか　誰も知らない分からない,あの夏の日はアルバムの中　優しい風に舞う花さ,西荻南　アパートの二階　初めて交わした口づけ,僕はみつばち　君はつつじ　優しい風に舞う花さ,君の髪と体に触れて　甘い匂いをかいだのさ,優花...　優花...　優花...　優花...,帰り道のオリオン座　耳をすませた山びこ,遠くかすんでいく太陽　梓川,思い出を数えてバスは進む,トンネルのライトが流れていく,優花...　優花...　突然に君が歌う,あの夏の日はアルバムの中　優しい風に舞う花さ,優花...　優花...　優花...　優花..."
57,57,https://www.uta-net.com/song/148480/,夢見るバンドワゴン,andymori,小山田壮平,小山田壮平,"僕らはまだまだブルースを歌いながら,遠い街まで高速を飛ばしていく,黒ずんだ狼の怪しい瞳を,まだあどけない笑顔に乗せて,そしてめくるめく季節の風に乗り込んで,ひとしずくの光に肌色の恋をする,心無い罵声を浴びることもあるけれど,途切れることのない情熱を連れていく,空 いっぱいの空　忘れたはずのメロディー,君が手を振ってくれたこと,夢見る丘に立ち　生まれた街を見下ろし,ちょっと黄昏の風に吹かれて,しかしあいかわらずブルースは続いている,時としてくだらないユーモアを交えつつ,後戻りできない恥や悲しい出来事,突然の嵐に我を見失いながら,雲 追いかける雲　夕焼け色に染まる,流れゆく姿は僕らのよう,すすき揺れる高原　ひたむきに明日のために,ぼんやりと燃える太陽の下で,夜　満天の星　またたく時の中で,訪れた沈黙とレクイエム,止まない雨に打たれ　再び朝を迎え,少しくたびれた寝ぼけ眼で,空　いっぱいの空　騒ぎ始めるメロディー,君がそばにいてくれたこと,輝く渚　舞い上がる砂の向こうに,いつも憧れを胸に抱いて"
58,58,https://www.uta-net.com/song/117102/,ユートピア,andymori,小山田壮平,小山田壮平,"バンドを組んでいるんだ　すごくいいバンドなんだ,みんなに聴いて欲しいんだ　バンドを組んでいるんだ,ぬけがらの街のすみで生まれた情熱が,最期の旅に出たんだ　南へと行ったんだ,バンドを組んでいるんだ　すごくいいバンドなんだ,みんなに聴いて欲しいんだ　バンドを組んでいるんだ,一人きり部屋のすみで生まれた情熱が,誰かの声を聞いたんだ　確かに聞いたんだ,いつでも　あの空の向こう側で生まれ続ける情熱が,あの日と同じように　あの日と同じように,バンドを組んでいるんだ　素晴らしいバンドなんだ,みんなに聴いて欲しいんだ　バンドを組んでいるんだ"
59,59,https://www.uta-net.com/song/122914/,life is party,andymori,小山田壮平,小山田壮平,"昔インドの偉い人　サフラン色の風の中,Life Is Maya 呟いた,勘違いの連続が僕らの人生なら,Life Is Party 奈多の海岸,パラグライダー飛んでいった,10年たったらおもちゃもマンガも捨ててしまうよ,Life Is Party 気にしないでいいから,楽園なんてないよ　楽園なんてあるわけない,友達も繰り返してる Life Is Party,あの日の空は言うさ,あの日の空は言うさ,いつの日か悲しみは消えるよって,10年たったら旅にでよう南の国がいいな,みんなきっと驚くって　絶対ね,Life Is Party 胸の中,そっと燃えるランプについて,友達も知らないよ　分かってないよ,あの日の空は言うさ,あの日の空は言うさ,Life Is Party 明日もずっと続くよって"
60,60,https://www.uta-net.com/song/117104/,楽園,andymori,小山田壮平,小山田壮平,"さえぎるもののないまっさらな大地などおとぎの国のはなしさ,それでも血で血を洗う争いの終末に一体何を求め歩くのだろう,無表情のピーターパン　不感症のシンデレラ,言葉を忘れてしまったミッキーマウス,振り返れば見つめ返す死神と天使と手をつないでいこう　明日の朝に,潜って潜って潜って潜って潜って潜って　ランランラン,南へ南へ南へ南へ行く旅だよ,力のない愛する人の言葉を聞く度に俺はね　死ねるよって思うのさ,声を枯らして歌ったあの日の空の下で俺はね　死ねるよって思うのさ,潜って潜って潜って潜って潜って潜って　ランランラン,南へ南へ南へ南へ行く旅だよ,潜って潜って潜って潜って潜って潜って　ランランラン,南へ南へ南へ南へ行く旅だよ"
61,61,https://www.uta-net.com/song/148488/,路上のフォークシンガー,andymori,小山田壮平,小山田壮平,"公園には今日もハトとコイと猫と真面目そうなサラリーマン,路上のフォークシンガー,幸せそうなカップルとぼとぼ帰宅中の少年,新しいおもちゃで遊びながら声をあげる赤ちゃん,何も心配いらないぜ　俺より惨めなやつは,きっとこの世の中にはいないと思うから,何も心配いらないぜ　俺より汚いやつは,きっとこの世の中には　いないと思うから,ギターケースを担いで電車に乗って家に帰るのさ,どこかの誰かと肩を並べて怒りも笑いも泣きもせずにただ,がたがた揺れるリズムに合わせ　週刊誌の広告を眺めて,熱愛し破局した　あの人の人生をしばし想うだけ,何も心配いらないぜ　俺より哀れなやつは,きっとこの世の中にはいないと思うから,何も心配いらないぜ　俺より愚かなやつは,きっとこの世の中にはいないと思うから,何も心配いらないぜ"
